Contract ID #,Name,Developer/Owner,Unit Type,Development Program,Address,Zip Code,Council District,Contact Phone Number,Contact E-mail,Own/Rent,Total Units,Total Affordable Units,Status,Affordability Period Start Date,Affordability Period Start Year,Affordabilty Period,Affordability Period Expiration Date,Units at 30% MFI,Units at 40% MFI,Units at 50% MFI,Units at 60% MFI,Units at 65% MFI ,Units at 80% MFI,Market Rate Units,City Funding Amount,Approx. % of Funds Leveraged,Location 1,Lat,Long
60,Sendero Hills,Austin Neighborhood Alliance for Habitat,Single Family,A&D,Undisclosed,78724,1,512-472-8788,,Own,1,1,Completed,7/26/12,2012,10,7/26/22,0,0,0,0,0,1,0,N/A,N/A,"Undisclosed(30.2949075213409, -97.6472900772495)",30.29490752,-97.64729008
61,Retreat at North Village,Village on Little Texas,Multifamily,RHDA,400 Little Texas Lane,78745,2,512-445-0404,cwilson@retreatnorthbluff.com,Rent,240,240,Completed,8/18/09,2009,99,8/18/08,24,0,26,0,0,190,0,"$2,940,000 ",668%,"400 Little Texas Lane(30.2006761915042, -97.7725329289596)",30.20067619,-97.77253293
63,Accessible Housing Austin! - SF,Accessible Housing Austin!,Single Family,RHDA,9215 Kempler Drive,78748,5,,,Rent,2,2,In Progress,6/23/14,2014,99,6/23/13,0,0,2,0,0,0,0,"$180,880 ",116%,"9215 Kempler Drive(30.1806523476176, -97.8215019883972)",30.18065235,-97.82150199
64,2106 Chicon Street,Blackland Community Development Corporation,Single Family,RHDA,2106 Chicon Street,78722,1,512-972-5180,,Rent,1,1,Completed,10/14/14,2014,99,10/14/13,0,0,1,0,0,0,0,"$25,700 ",1698%,"2106 Chicon Street(30.2824128398308, -97.72201072816)",30.28241284,-97.722010728160000000000000000000
64,2004 Chicon Street,Blackland Community Development Corporation,Duplex,RHDA,2004 Chicon Street,78722,1,512-972-5180,,Rent,2,2,Completed,10/14/14,2014,99,10/14/13,0,0,2,0,0,0,0,N/A,N/A,"2004 Chicon Street(30.2811519564407, -97.7218158797085)",30.28115196,-97.72181588
65,2112 E 8th Street,Blackshear Neighborhood Development Corporation,Single Family,RHDA,2112 E 8th Street,78702,1,,,Rent,1,1,Completed,2/20/09,2009,99,2/20/08,0,0,1,0,0,0,0,"$100,000 ",0%,"2112 E 8th Street(30.2628196288271, -97.718184673049)",30.26281963,-97.718184673049000000000000000000
65,2017 Hamilton Avenue,Blackshear Neighborhood Development Corporation,Duplex,RHDA,2017 Hamilton Avenue,78702,1,,,Rent,2,2,Completed,2/20/09,2009,99,2/20/08,0,0,2,0,0,0,0,N/A,N/A,"2017 Hamilton Avenue(30.2666053568378, -97.7175026431207)",30.26660536,-97.71750264
66,Cross Creek Apartments,TMG - TX Austin II,Multifamily,RHDA,1124 Rutland Drive,78758,4,,,Rent,200,200,In Progress,7/1/14,2014,40,7/1/54,20,0,0,180,0,0,0,"$2,000,000 ",957%,"1124 Rutland Drive(30.3687113519971, -97.7037204012794)",30.36871135,-97.7037204
67,Skyline Terrace,Foundation Communities,Multifamily,RHDA,1212 W Ben White Boulevard,78704,5,512-440-0300,robin.polter@foundcom.org,Rent,100,100,Completed,6/27/08,2008,40,6/27/48,0,0,100,0,0,0,0,"$3,516,850 ",206%,"1212 W Ben White Boulevard(30.2282361267838, -97.7781781202652)",30.22823613,-97.77817812
68,Homestead Oaks,Foundation Communities,Multifamily,RHDA,3226 W Slaughter Lane,78748,5,,,Rent,140,126,In Progress,9/6/13,2013,40,9/6/53,14,0,70,42,0,0,14,"$2,250,000 ",928%,"3226 W Slaughter Lane(30.1815320898309, -97.8447200886847)",30.18153209,-97.84472009
69,Capital Studios,Foundation Communities,Multifamily,RHDA,309 E 11th Street,78721,1,512-610-7977,christina.thompson@foundcom.org,Rent,135,135,Completed,7/25/13,2013,40,7/25/53,27,27,81,0,0,0,0,"$4,660,000 ",322%,"309 E 11th Street(30.2717521801568, -97.7380857836883)",30.27175218,-97.73808578
70,Bluebonnet Apartments,Foundation Communities,Multifamily,RHDA,2301 S Lamar Boulevard,78704,5,,,Rent,107,107,In Progress,8/29/14,2014,40,8/29/54,22,21,64,0,0,0,0,"$2,000,000 ",475%,"2301 S Lamar Boulevard(30.2469873500171, -97.7755165142672)",30.24698735,-97.77551651
71,Lakeline Apartments,Foundation Communities,Multifamily,RHDA,13635 Rutledge Spur,78717,6,,,Rent,150,150,In Progress,9/9/14,2014,40,9/9/54,16,0,75,59,0,0,0,"$2,475,000 ",807%,"13635 Rutledge Spur(30.4762530810604, -97.7803449892326)",30.47625308,-97.78034499
72,Southwest Trails Apartments,Foundation Communities,Multifamily,RHDA,8500 US Highway 71 W,78735,8,,,Rent,60,60,In Progress,8/13/14,2014,40,8/13/54,12,12,36,0,0,0,0,"$1,250,000 ",797%,"8500 US Highway 71 W(30.2485593811554, -97.8900821644269)",30.24855938,-97.89008216
73,Parkwest,Frameworks Community Development Corporation,Single Family,RHDA,10616 Mellow Meadows Drive,78750,6,512-331-7909,,Rent,1,1,Completed,7/17/13,2013,99,7/17/12,0,0,1,0,0,0,0,"$165,166 ",0%,"10616 Mellow Meadows Drive(30.4604230013685, -97.8017279083799)",30.460423,-97.80172791
73,Edgecreek Condos,Frameworks Community Development Corporation,Duplex,RHDA,12166 Metric Boulevard,78758,7,512-339-8826,,Rent,2,2,Completed,7/17/13,2013,99,7/17/12,0,0,2,0,0,0,0,N/A,N/A,"12166 Metric Boulevard(30.4067911937569, -97.6978617266883)",30.40679119,-97.69786173
74,4904 West Wind Trail,Frameworks Community Development Corporation,Fourplex,RHDA,4904 West Wind Trail,78745,5,512-385-1500,,Rent,4,3,Completed,11/14/14,2014,99,11/14/13,0,0,3,0,0,0,1,"$187,000 ",113%,"4904 West Wind Trail(30.2274411258956, -97.8033852378787)",30.22744113,-97.80338524
75,4810 West Wind Trail,Frameworks Community Development Corporation,Fourplex,RHDA,4810 West Wind Trail,78745,5,,,Rent,4,4,In Progress,10/17/14,2014,99,10/17/13,0,0,4,0,0,0,0,"$292,187 ",138%,"4810 West Wind Trail(30.2279505045048, -97.8029965848418)",30.2279505,-97.80299658
75,4902 West Wind Trail,Frameworks Community Development Corporation,Fourplex,RHDA,4902 West Wind Trail,78745,5,,,Rent,4,1,In Progress,10/17/14,2014,99,10/17/13,0,0,1,0,0,0,3,N/A,N/A,"4902 West Wind Trail(30.2276424167489, -97.8032722816043)",30.22764242,-97.80327228
76,The Works at Pleasant Valley,Lifeworks Affordable Housing Corporation,Multifamily,RHDA,2800 Lyons Road,78702,3,512-735-2400,,Rent,45,45,Completed,2/6/13,2013,99,2/6/12,15,0,30,0,0,0,0,"$850,000 ",582%,"2800 Lyons Road(30.263973435801, -97.7074000922684)",30.263973435801000000000000000000,-97.70740009
77,Oak Creek Village,Eureka Holdings,Multifamily,RHDA,2324 Wilson Street,78704,9,,,Rent,173,173,In Progress,11/16/09,2009,40,11/16/49,18,0,70,85,0,0,0,"$2,000,000 ",1503%,"2324 Wilson Street(30.2422224737444, -97.7562607979531)",30.24222247,-97.7562608
78,Frameworks Community Development Corporation - SF,Frameworks Community Development Corporation,Single Family,A&D,Undisclosed,78617,2,,,Own,1,1,Completed,6/17/11,2011,36,6/17/47,0,0,0,0,0,1,0,"$16,500 ",0%,"Undisclosed(30.172165767266, -97.6185709061062)",30.172165767266000000000000000000,-97.61857091
79,Frameworks Community Development Corporation - SF,Frameworks Community Development Corporation,Single Family,A&D,Undisclosed,78617,2,,,Own,1,1,Completed,7/1/10,2010,30,7/1/10,0,0,0,0,0,1,0,"$105,300 ",0%,"Undisclosed(30.1709136272194, -97.619551658444)",30.17091363,-97.619551658444000000000000000000
80,Frameworks Community Development Corporation - SF,Frameworks Community Development Corporation,Single Family,A&D,Undisclosed,78754,1,,,Own,1,1,Completed,3/28/11,2011,36,3/28/47,0,0,0,0,0,1,0,"$112,514 ",0%,"Undisclosed(30.3744499621877, -97.6494228715381)",30.37444996,-97.64942287
81,Frameworks Community Development Corporation - SF,Frameworks Community Development Corporation,Single Family,A&D,Undisclosed,78617,2,,,Own,1,1,Completed,12/5/11,2011,31,12/5/42,0,0,0,0,0,1,0,"$70,692 ",0%,"Undisclosed(30.1737517962574, -97.6178571264261)",30.1737518,-97.61785713
82,Westgate I,Austin PeopleTrust,Single Family,A&D,2903 Cameron Loop,78745,5,,,Own,50,50,In Progress,,UNK,,,0,0,0,0,0,50,0,"$1,815,300 ",0%,"2903 Cameron Loop(30.1934961312439, -97.829342234682)",30.19349613,-97.829342234682000000000000000000
83,Westgate II,Austin PeopleTrust,Single Family,A&D,8701 Westgate Boulevard,78745,5,,,Own,50,50,In Progress,,UNK,,,0,0,0,0,0,50,0,"$1,250,000 ",0%,"8701 Westgate Boulevard(30.1923715395199, -97.8322680901611)",30.19237154,-97.83226809
84,Chicon Corridor,Chestnut Neighborhood Revitalization Corporation,Single Family,A&D,1212 Chicon Street,78702,1,,,Own,33,33,In Progress,,UNK,,,0,0,0,0,0,33,0,"$1,081,610 ",0%,"1212 Chicon Street(30.2743696193215, -97.7202258722844)",30.27436962,-97.72022587
85,Chestnut Neighborhood Revitalization Corporation - SF,Chestnut Neighborhood Revitalization Corporation,Single Family,A&D,Undisclosed,78702,1,,,Own,1,1,In Progress,,UNK,,,0,0,0,0,0,1,0,"$21,017 ",0%,"Undisclosed(30.2799799087972, -97.7159753920626)",30.27997991,-97.71597539
86,Guadalupe Neighborhood Development Corporation - SF,Guadalupe Neighborhood Development Corporation,Single Family,A&D,Undisclosed,78702,1,512-479-6275,,Own,1,1,Completed,8/19/13,2013,99,8/19/12,0,0,0,0,0,1,0,"$245,000 ",0%,"Undisclosed(30.2669432028902, -97.7297391774712)",30.2669432,-97.72973918
87,Guadalupe Neighborhood Development Corporation - SF,Guadalupe Neighborhood Development Corporation,Single Family,A&D,Undisclosed,78702,3,512-479-6275,,Own,1,1,Completed,7/18/12,2012,99,7/18/11,0,0,0,0,0,1,0,"$122,500 ",51%,"Undisclosed(30.2583373610422, -97.7311226033686)",30.25833736,-97.7311226
88,Guadalupe-Saldana Subdivision,Guadalupe Neighborhood Development Corporation,Single Family,A&D,1126 Tillery Street,78702,3,,,Own,90,90,In Progress,1/30/09,2009,101,1/30/10,0,0,0,32,0,59,0,"$1,000,000 ",424%,"1126 Tillery Street(30.2683114197622, -97.7013801637829)",30.26831142,-97.70138016
89,Meadow Lake Subdivision,Guadalupe Neighborhood Development Corporation,Single Family,A&D,7051 Meadow Lake Boulevard,78744,2,,,Own,60,60,In Progress,,UNK,,,0,0,0,0,0,60,0,"$942,896 ",0%,"7051 Meadow Lake Boulevard(30.1771080797823, -97.7550799892869)",30.17710808,-97.75507999
90,Devonshire Village,Austin Neighborhood Alliance for Habitat,Single Family,A&D,Undisclosed,78723,1,512-472-8788,,Own,1,1,Completed,6/22/10,2010,10,6/22/20,0,0,0,0,0,1,0,"$914,470 ",0%,"Undisclosed(30.3120946601163, -97.6814964842878)",30.31209466,-97.68149648
90,Devonshire Village,Austin Neighborhood Alliance for Habitat,Single Family,A&D,Undisclosed,78723,1,512-472-8788,,Own,1,1,Completed,12/22/09,2009,10,12/22/19,0,0,0,0,0,1,0,N/A,N/A,"Undisclosed(30.3121947028409, -97.6823853026692)",30.3121947,-97.6823853
90,Devonshire Village,Austin Neighborhood Alliance for Habitat,Single Family,A&D,Undisclosed,78723,1,512-472-8788,,Own,1,1,Completed,9/30/09,2009,10,9/30/19,0,0,0,0,0,1,0,N/A,N/A,"Undisclosed(30.311880379676, -97.6826801259271)",30.311880379676000000000000000000,-97.68268013
90,Devonshire Village,Austin Neighborhood Alliance for Habitat,Single Family,A&D,Undisclosed,78723,1,512-472-8788,,Own,1,1,Completed,12/18/09,2009,10,12/18/19,0,0,0,0,0,1,0,N/A,N/A,"Undisclosed(30.3118169199542, -97.6824975015571)",30.31181692,-97.6824975
90,Devonshire Village,Austin Neighborhood Alliance for Habitat,Single Family,A&D,Undisclosed,78723,1,512-472-8788,,Own,1,1,Completed,4/14/10,2010,10,4/14/20,0,0,0,0,0,1,0,N/A,N/A,"Undisclosed(30.3117732188638, -97.682347334348)",30.31177322,-97.682347334348000000000000000000
90,Devonshire Village,Austin Neighborhood Alliance for Habitat,Single Family,A&D,Undisclosed,78723,1,512-472-8788,,Own,1,1,Completed,8/14/09,2009,10,8/14/19,0,0,0,0,0,1,0,N/A,N/A,"Undisclosed(30.3121164666005, -97.6821810839429)",30.31211647,-97.68218108
90,Devonshire Village,Austin Neighborhood Alliance for Habitat,Single Family,A&D,Undisclosed,78723,1,512-472-8788,,Own,1,1,Completed,5/5/10,2010,10,5/5/20,0,0,0,0,0,1,0,N/A,N/A,"Undisclosed(30.3117389137945, -97.6821886988197)",30.31173891,-97.6821887
90,Devonshire Village,Austin Neighborhood Alliance for Habitat,Single Family,A&D,Undisclosed,78723,1,512-472-8788,,Own,1,1,Completed,10/15/10,2010,10,10/15/20,0,0,0,0,0,1,0,N/A,N/A,"Undisclosed(30.3113235939868, -97.6821362655283)",30.31132359,-97.68213627
90,Devonshire Village,Austin Neighborhood Alliance for Habitat,Single Family,A&D,Undisclosed,78723,1,512-472-8788,,Own,1,1,Completed,10/2/13,2013,10,10/2/23,0,0,0,0,0,1,0,N/A,N/A,"Undisclosed(30.3117352731921, -97.6820126734674)",30.31173527,-97.68201267
90,Devonshire Village,Austin Neighborhood Alliance for Habitat,Single Family,A&D,Undisclosed,78723,1,512-472-8788,,Own,1,1,Completed,9/16/09,2009,10,9/16/19,0,0,0,0,0,1,0,N/A,N/A,"Undisclosed(30.3112363067172, -97.681965201987)",30.31123631,-97.681965201987000000000000000000
90,Devonshire Village,Austin Neighborhood Alliance for Habitat,Single Family,A&D,Undisclosed,78723,1,512-472-8788,,Own,6,6,Completed,6/19/13,2013,10,6/19/23,0,0,0,0,0,6,0,N/A,N/A,"Undisclosed(30.3123585727308, -97.6820724566489)",30.31235857,-97.68207246
90,Devonshire Village,Austin Neighborhood Alliance for Habitat,Single Family,A&D,Undisclosed,78723,1,512-472-8788,,Own,1,1,Completed,4/8/10,2010,10,4/8/20,0,0,0,0,0,1,0,N/A,N/A,"Undisclosed(30.3109075017096, -97.6821036662605)",30.3109075,-97.68210367
90,Devonshire Village,Austin Neighborhood Alliance for Habitat,Single Family,A&D,Undisclosed,78723,1,512-472-8788,,Own,1,1,Completed,12/23/09,2009,10,12/23/19,0,0,0,0,0,1,0,N/A,N/A,"Undisclosed(30.3117364159541, -97.6818365483879)",30.31173642,-97.68183655
90,Devonshire Village,Austin Neighborhood Alliance for Habitat,Single Family,A&D,Undisclosed,78723,1,512-472-8788,,Own,1,1,Completed,8/15/13,2013,10,8/15/23,0,0,0,0,0,1,0,N/A,N/A,"Undisclosed(30.3113136371606, -97.6817705638107)",30.31131364,-97.68177056
90,Devonshire Village,Austin Neighborhood Alliance for Habitat,Single Family,A&D,Undisclosed,78723,1,512-472-8788,,Own,1,1,Completed,8/3/11,2011,10,8/3/21,0,0,0,0,0,1,0,N/A,N/A,"Undisclosed(30.3122847732094, -97.6818930283124)",30.31228477,-97.68189303
90,Devonshire Village,Austin Neighborhood Alliance for Habitat,Single Family,A&D,Undisclosed,78723,1,512-472-8788,,Own,1,1,Completed,12/22/09,2009,10,12/22/19,0,0,0,0,0,1,0,N/A,N/A,"Undisclosed(30.3108995904811, -97.6819525489753)",30.31089959,-97.68195255
90,Devonshire Village,Austin Neighborhood Alliance for Habitat,Single Family,A&D,Undisclosed,78723,1,512-472-8788,,Own,1,1,Completed,9/30/09,2009,10,9/30/19,0,0,0,0,0,1,0,N/A,N/A,"Undisclosed(30.311787755393, -97.6816645280454)",30.311787755393000000000000000000,-97.68166453
90,Devonshire Village,Austin Neighborhood Alliance for Habitat,Single Family,A&D,Undisclosed,78723,1,512-472-8788,,Own,1,1,Completed,5/14/13,2013,10,5/14/23,0,0,0,0,0,1,0,N/A,N/A,"Undisclosed(30.3122234194168, -97.6816965879114)",30.31222342,-97.68169659
90,Devonshire Village,Austin Neighborhood Alliance for Habitat,Single Family,A&D,Undisclosed,78723,1,512-472-8788,,Own,1,1,Completed,6/7/10,2010,10,6/7/20,0,0,0,0,0,1,0,N/A,N/A,"Undisclosed(30.3119109858635, -97.6815042897232)",30.31191099,-97.68150429
140,Guadalupe Neighborhood Development Corporation - Duplex,Guadalupe Neighborhood Development Corporation,Duplex,SMART,Undisclosed,78702,3,,,Own,2,2,In Progress,,UNK,1,,0,0,2,0,0,0,0,N/A,N/A,"Undisclosed(30.2620286393851, -97.7083520138985)",30.26202864,-97.70835201
90,Devonshire Village,Austin Neighborhood Alliance for Habitat,Single Family,A&D,Undisclosed,78723,1,512-472-8788,,Own,1,1,Completed,4/13/10,2010,10,4/12/20,0,0,0,0,0,1,0,N/A,N/A,"Undisclosed(30.3113458131363, -97.6815935550056)",30.31134581,-97.68159356
90,Devonshire Village,Austin Neighborhood Alliance for Habitat,Single Family,A&D,Undisclosed,78723,1,512-472-8788,,Own,1,1,Completed,7/30/13,2013,10,7/30/23,0,0,0,0,0,1,0,N/A,N/A,"Undisclosed(30.3113950452261, -97.6814353509011)",30.31139505,-97.68143535
90,Devonshire Village,Austin Neighborhood Alliance for Habitat,Single Family,A&D,Undisclosed,78723,1,512-472-8788,,Own,1,1,Completed,12/27/11,2011,10,12/27/21,0,0,0,0,0,1,0,N/A,N/A,"Undisclosed(30.3114445890777, -97.6812908958362)",30.31144459,-97.6812909
90,Devonshire Village,Austin Neighborhood Alliance for Habitat,Single Family,A&D,Undisclosed,78723,1,512-472-8788,,Own,1,1,Completed,3/20/13,2013,10,3/20/23,0,0,0,0,0,1,0,N/A,N/A,"Undisclosed(30.3115105906593, -97.6811349884006)",30.31151059,-97.68113499
90,Devonshire Village,Austin Neighborhood Alliance for Habitat,Single Family,A&D,Undisclosed,78723,1,512-472-8788,,Own,1,1,Completed,8/3/11,2011,10,8/3/21,0,0,0,0,0,1,0,N/A,N/A,"Undisclosed(30.3110462061956, -97.6809138705002)",30.31104621,-97.68091387
90,Devonshire Village,Austin Neighborhood Alliance for Habitat,Single Family,A&D,Undisclosed,78723,1,512-472-8788,,Own,1,1,Completed,9/16/13,2013,10,9/16/23,0,0,0,0,0,1,0,N/A,N/A,"Undisclosed(30.3115479768168, -97.6809798672736)",30.31154798,-97.68097987
90,Devonshire Village,Austin Neighborhood Alliance for Habitat,Single Family,A&D,Undisclosed,78723,1,512-472-8788,,Own,1,1,Completed,9/25/13,2013,10,9/25/23,0,0,0,0,0,1,0,N/A,N/A,"Undisclosed(30.3120946601163, -97.6814964842878)",30.31209466,-97.68149648
90,Devonshire Village,Austin Neighborhood Alliance for Habitat,Single Family,A&D,Undisclosed,78723,1,512-472-8788,,Own,1,1,Completed,12/29/09,2009,10,12/29/19,0,0,0,0,0,1,0,N/A,N/A,"Undisclosed(30.3102970703575, -97.6811710988421)",30.31029707,-97.6811711
90,Devonshire Village,Austin Neighborhood Alliance for Habitat,Single Family,A&D,Undisclosed,78723,1,512-472-8788,,Own,1,1,Completed,7/17/09,2009,10,7/17/19,0,0,0,0,0,1,0,N/A,N/A,"Undisclosed(30.3103843964822, -97.6810063334657)",30.3103844,-97.68100633
90,Devonshire Village,Austin Neighborhood Alliance for Habitat,Single Family,A&D,Undisclosed,78723,1,512-472-8788,,Own,1,1,Completed,6/30/09,2009,10,6/30/19,0,0,0,0,0,1,0,N/A,N/A,"Undisclosed(30.3103249697404, -97.6813656965333)",30.31032497,-97.6813657
90,Devonshire Village,Austin Neighborhood Alliance for Habitat,Single Family,A&D,Undisclosed,78723,1,512-472-8788,,Own,1,1,Completed,9/30/09,2009,10,9/30/19,0,0,0,0,0,1,0,N/A,N/A,"Undisclosed(30.3105736817008, -97.6809241006867)",30.31057368,-97.6809241
90,Devonshire Village,Austin Neighborhood Alliance for Habitat,Single Family,A&D,Undisclosed,78723,1,512-472-8788,,Own,1,1,Completed,9/30/09,2009,10,9/30/19,0,0,0,0,0,1,0,N/A,N/A,"Undisclosed(30.3107399290734, -97.6809965614338)",30.31073993,-97.68099656
90,Devonshire Village,Austin Neighborhood Alliance for Habitat,Single Family,A&D,Undisclosed,78723,1,512-472-8788,,Own,1,1,Completed,3/31/09,2009,10,3/31/19,0,0,0,0,0,1,0,N/A,N/A,"Undisclosed(30.310471485435, -97.6815240354726)",30.310471485435000000000000000000,-97.68152404
90,Devonshire Village,Austin Neighborhood Alliance for Habitat,Single Family,A&D,Undisclosed,78723,1,512-472-8788,,Own,1,1,Completed,3/27/13,2013,10,3/27/23,0,0,0,0,0,1,0,N/A,N/A,"Undisclosed(30.3108544146334, -97.6811062658188)",30.31085441,-97.68110627
90,Devonshire Village,Austin Neighborhood Alliance for Habitat,Single Family,A&D,Undisclosed,78723,1,512-472-8788,,Own,1,1,Completed,4/27/10,2010,10,4/27/20,0,0,0,0,0,1,0,N/A,N/A,"Undisclosed(30.3107068069365, -97.6815891149979)",30.31070681,-97.68158911
90,Devonshire Village,Austin Neighborhood Alliance for Habitat,Single Family,A&D,Undisclosed,78723,1,512-472-8788,,Own,1,1,Completed,7/17/09,2009,10,7/17/19,0,0,0,0,0,1,0,N/A,N/A,"Undisclosed(30.3109869517518, -97.6811658958673)",30.31098695,-97.6811659
90,Devonshire Village,Austin Neighborhood Alliance for Habitat,Single Family,A&D,Undisclosed,78723,1,512-472-8788,,Own,1,1,Completed,6/17/09,2009,10,6/17/19,0,0,0,0,0,1,0,N/A,N/A,"Undisclosed(30.3108280102858, -97.6816765724234)",30.31082801,-97.68167657
90,Devonshire Village,Austin Neighborhood Alliance for Habitat,Single Family,A&D,Undisclosed,78723,1,512-472-8788,,Own,1,1,Completed,7/17/09,2009,10,7/17/19,0,0,0,0,0,1,0,N/A,N/A,"Undisclosed(30.3111058069623, -97.6812275821958)",30.31110581,-97.68122758
90,Devonshire Village,Austin Neighborhood Alliance for Habitat,Single Family,A&D,Undisclosed,78723,1,512-472-8788,,Own,1,1,Completed,6/4/10,2010,10,6/4/20,0,0,0,0,0,1,0,N/A,N/A,"Undisclosed(30.3109713399894, -97.6816809075483)",30.31097134,-97.68168091
91,Meadow Lake Subdivision,Austin Neighborhood Alliance for Habitat,Single Family,A&D,Undisclosed,78744,2,512-472-8788,,Own,1,1,Completed,11/19/09,2009,15,11/19/24,0,0,0,0,0,1,0,"$154,580 ",32%,"Undisclosed(30.1789336236391, -97.7604315673755)",30.17893362,-97.76043157
91,Meadow Lake Subdivision,Austin Neighborhood Alliance for Habitat,Single Family,A&D,Undisclosed,78744,2,512-472-8788,,Own,1,1,Completed,2/24/10,2010,15,2/25/25,0,0,0,0,0,1,0,N/A,N/A,"Undisclosed(30.1791289559075, -97.7603209835483)",30.17912896,-97.76032098
92,Meadow Lake Subdivision,Austin Neighborhood Alliance for Habitat,Single Family,A&D,Undisclosed,78744,2,512-472-8788,,Own,1,1,Completed,3/17/09,2009,15,3/17/24,0,0,0,0,0,1,0,"$234,580 ",33%,"Undisclosed(30.1788256013023, -97.7600133566028)",30.1788256,-97.76001336
92,Meadow Lake Subdivision,Austin Neighborhood Alliance for Habitat,Single Family,A&D,Undisclosed,78744,2,512-472-8788,,Own,1,1,Completed,3/17/09,2009,15,3/17/24,0,0,0,0,0,1,0,N/A,N/A,"Undisclosed(30.1789305192825, -97.7599186337032)",30.17893052,-97.75991863
92,Meadow Lake Subdivision,Austin Neighborhood Alliance for Habitat,Single Family,A&D,Undisclosed,78744,2,512-472-8788,,Own,1,1,Completed,3/17/09,2009,15,3/17/24,0,0,0,0,0,1,0,N/A,N/A,"Undisclosed(30.1787964544934, -97.7596005166916)",30.17879645,-97.75960052
93,Meadow Lake Subdivision,Austin Neighborhood Alliance for Habitat,Single Family,A&D,Undisclosed,78744,2,512-472-8788,,Own,1,1,Completed,10/19/09,2009,10,10/19/19,0,0,0,0,0,1,0,"$452,495 ",430%,"Undisclosed(30.1781943930244, -97.7581294616787)",30.17819439,-97.75812946
93,Meadow Lake Subdivision,Austin Neighborhood Alliance for Habitat,Single Family,A&D,Undisclosed,78744,2,512-472-8788,,Own,1,1,Completed,10/19/09,2009,10,10/19/19,0,0,0,0,0,1,0,N/A,N/A,"Undisclosed(30.1778065480559, -97.7583306492022)",30.17780655,-97.75833065
93,Meadow Lake Subdivision,Austin Neighborhood Alliance for Habitat,Single Family,A&D,Undisclosed,78744,2,512-472-8788,,Own,1,1,Completed,10/19/09,2009,10,10/19/19,0,0,0,0,0,1,0,N/A,N/A,"Undisclosed(30.1782445609254, -97.7582252761765)",30.17824456,-97.75822528
93,Meadow Lake Subdivision,Austin Neighborhood Alliance for Habitat,Single Family,A&D,Undisclosed,78744,2,512-472-8788,,Own,1,1,Completed,10/19/09,2009,10,10/19/19,0,0,0,0,0,1,0,N/A,N/A,"Undisclosed(30.1778512264688, -97.7584543716605)",30.17785123,-97.75845437
93,Meadow Lake Subdivision,Austin Neighborhood Alliance for Habitat,Single Family,A&D,Undisclosed,78744,2,512-472-8788,,Own,1,1,Completed,10/19/09,2009,10,10/19/19,0,0,0,0,0,1,0,N/A,N/A,"Undisclosed(30.1782862432075, -97.7583490789891)",30.17828624,-97.75834908
93,Meadow Lake Subdivision,Austin Neighborhood Alliance for Habitat,Single Family,A&D,Undisclosed,78744,2,512-472-8788,,Own,1,1,Completed,10/19/09,2009,10,10/19/19,0,0,0,0,0,1,0,N/A,N/A,"Undisclosed(30.1779167364871, -97.7585636423496)",30.17791674,-97.75856364
93,Meadow Lake Subdivision,Austin Neighborhood Alliance for Habitat,Single Family,A&D,Undisclosed,78744,2,512-472-8788,,Own,1,1,Completed,10/19/09,2009,10,10/19/19,0,0,0,0,0,1,0,N/A,N/A,"Undisclosed(30.178348869599, -97.7584653912091)",30.178348869599000000000000000000,-97.75846539
93,Meadow Lake Subdivision,Austin Neighborhood Alliance for Habitat,Single Family,A&D,Undisclosed,78744,2,512-472-8788,,Own,1,1,Completed,10/19/09,2009,10,10/19/19,0,0,0,0,0,1,0,N/A,N/A,"Undisclosed(30.1779612328126, -97.7586769551958)",30.17796123,-97.75867696
93,Meadow Lake Subdivision,Austin Neighborhood Alliance for Habitat,Single Family,A&D,Undisclosed,78744,2,512-472-8788,,Own,1,1,Completed,10/19/09,2009,10,10/19/19,0,0,0,0,0,1,0,N/A,N/A,"Undisclosed(30.1783988552937, -97.7585795079274)",30.17839886,-97.75857951
93,Meadow Lake Subdivision,Austin Neighborhood Alliance for Habitat,Single Family,A&D,Undisclosed,78744,2,512-472-8788,,Own,1,1,Completed,10/19/09,2009,10,10/19/19,0,0,0,0,0,1,0,N/A,N/A,"Undisclosed(30.1780161107438, -97.7587758731234)",30.17801611,-97.75877587
93,Meadow Lake Subdivision,Austin Neighborhood Alliance for Habitat,Single Family,A&D,Undisclosed,78744,2,512-472-8788,,Own,1,1,Completed,10/19/09,2009,10,10/19/19,0,0,0,0,0,1,0,N/A,N/A,"Undisclosed(30.1784426840089, -97.7587225322742)",30.17844268,-97.75872253
93,Meadow Lake Subdivision,Austin Neighborhood Alliance for Habitat,Single Family,A&D,Undisclosed,78744,2,512-472-8788,,Own,1,1,Completed,10/19/09,2009,10,10/19/19,0,0,0,0,0,1,0,N/A,N/A,"Undisclosed(30.1780627877297, -97.7589128381821)",30.17806279,-97.75891284
93,Meadow Lake Subdivision,Austin Neighborhood Alliance for Habitat,Single Family,A&D,Undisclosed,78744,2,512-472-8788,,Own,1,1,Completed,10/19/09,2009,10,10/19/19,0,0,0,0,0,1,0,N/A,N/A,"Undisclosed(30.1784956042421, -97.7588376156885)",30.1784956,-97.75883762
